Order Number,Sales Date,Departure Date,Channel,Journey Type,Fare Carrier,Origin Country,Destination Country,Origin Airport Code,Destination Airport Code,Number of Passengers,Base Fare,Tax,Margin
BUSA-4416779,2022-02-28,2022-03-02,Direct,One Way,AM,United States,Mexico,LAX,MEX,1,93.169335,54.082580650000004,-4.58795891360001
BUSA-4419472,2022-02-28,2022-03-05,Direct,One Way,AV,Colombia,Colombia,CZU,BOG,1,37.601136000000004,3.9463028,-16.8606411292
BUSA-4420663,2022-02-28,2022-03-14,Aeroprice,One Way,AV,Colombia,Colombia,BAQ,BOG,1,23.160120000000003,6.221444,1.3522970779999905
BUSA-4415678,2022-02-28,2022-03-24,Google Flights,Return,EY,United States,India,JFK,HYD,1,622.016227,328.16014441,41.697139339
BUSA-4418746,2022-02-28,2022-03-09,Google Flights,Return,EY,United States,India,IAD,TRV,3,984.7609480000001,1052.85952068,-1.0856660440000407
BUSA-4418895,2022-02-28,2022-03-10,Direct,Return,TK,United States,Israel,JFK,TLV,1,327.661668,431.66982836,45.42799323879998
BUSA-4417285,2022-02-28,2022-03-14,Aeroprice,Return,TK,United States,Italy,ORD,FCO,2,1.774654,873.96385538,-16.762076529200215
BUSA-4420917,2022-02-28,2022-03-06,Jetradar,Return,AA,United States,United States,PBI,TVC,1,386.5786102,76.2323962,-1.7383824403999757
BUSA-4420014,2022-02-28,2022-02-28,Jetradar,One Way,AA,United States,United States,PHL,ATL,1,155.28854336,24.614583839999998,-3.170204346800001
BUSA-4419534,2022-02-28,2022-03-01,Aeroprice,One Way,AV,Colombia,Colombia,CTG,MDE,1,27.451554,6.936683,9.615052767199995
BUSA-4417146,2022-02-28,2022-03-04,Aeroprice,One Way,AV,Colombia,Colombia,BOG,CUC,3,89.4416148,16.452083939999998,-0.3415220367999874
BUSA-4416604,2022-02-28,2022-03-12,Aeroprice,One Way,EI,United States,Republic of Ireland,JFK,SNN,1,162.380841,146.2314896,6.080827462400023
BUSA-4420442,2022-02-28,2022-03-11,Google Flights,One Way,EK,United States,Italy,JFK,MXP,1,349.860968,39.781145599999995,18.425020838799988
BUSA-4417057,2022-02-28,2022-02-28,Google Flights,One Way,XP,United States,United States,RDD,LAS,1,52.390347999999996,0.0,9.028249010000005
BUSA-4416601,2022-02-28,2022-03-05,Aeroprice,Return,F9,United States,United States,SAN,LAS,2,203.82509288,0.0,19.5553606896
BUSA-4418666,2022-02-28,2022-03-01,Aeroprice,One Way,LA,Peru,Peru,CUZ,PIU,1,87.021256,19.4021882,0.2848302036000083
BUSA-4416036,2022-02-28,2022-05-26,Google Flights,Return,PR,United States,Philippines,JFK,MNL,1,993.80624,287.73352629,-0.7029386499999295
BUSA-4415685,2022-02-28,2022-03-19,Google Flights,One Way,TK,United States,Spain,LAX,BCN,1,234.254328,244.36985579999998,32.92142580529998
BUSA-4419833,2022-02-28,2022-03-04,Direct,One Way,TK,United States,Israel,MIA,TLV,2,546.990752,464.23176159999997,25.141634993199958
BUSA-4418673,2022-02-28,2022-03-03,Direct,Return,QR,United States,Oman,ATL,MCT,1,649.9955039999999,444.93613003999997,29.629336019599958
BUSA-4417675,2022-02-28,2022-03-15,Aeroprice,Return,TK,United States,Jordan,ORD,AMM,4,380.052016,2028.7052297999999,128.2643865368001
BUSA-4419831,2022-02-28,2022-03-23,Google Flights,Return,TK,United States,Philippines,ORD,MNL,1,89.685172,618.33873104,126.36281836919997
BUSA-4416782,2022-02-28,2022-03-09,Aeroprice,One Way,AV,Colombia,Colombia,PEI,BOG,1,15.6103072,4.88729676,3.753153037999998
BUSA-4416369,2022-02-28,2022-04-03,Google Flights,Return,PR,United States,Philippines,LAX,MNL,1,967.18643,278.86025629,-92.11531239600005
BUSA-4416488,2022-02-28,2022-05-26,Direct,Return,PR,United States,Philippines,JFK,MNL,1,944.1159279999999,287.73352629,10.18456364
BUSA-4418724,2022-02-28,2022-03-01,Aeroprice,One Way,QR,Saudi Arabia,Germany,DMM,BER,1,377.3881,113.68705516,1.689069124399989
BUSA-4420735,2022-02-28,2022-03-02,Aeroprice,One Way,TK,United States,Egypt,LAX,SSH,1,232.648664,237.62130720000002,-7.882825049599976
BUSA-4419861,2022-02-28,2022-03-06,Google Flights,One Way,TK,United States,Romania,SFO,OTP,1,255.73593599999998,223.2361608,49.17992215279995
BUSA-4419274,2022-02-28,2022-04-10,Kayak Group,One Way,HR,The Bahamas,United States,FPO,MFR,2,1426.0,233.52,53.63894800400014
BUSA-4420538,2022-02-28,2022-03-03,Google Flights,Return,CM,United States,Colombia,SFO,MDE,1,258.399852,114.61054603999999,4.671127679999961
BUSA-4418878,2022-02-28,2022-03-14,Google Flights,Return,LH,United States,Germany,MCO,ZWS,1,88.7972,536.39724604,-1.633384722800022
BUSA-4417621,2022-02-28,2022-03-20,Google Flights,Return,TK,United States,Vietnam,ATL,SGN,1,321.445864,639.13560644,21.37288356639992
BUSA-4420625,2022-02-28,2022-03-03,Aeroprice,Return,SK,United States,Netherlands,MIA,AMS,2,578.9577439999999,811.0203464800001,10.301171912800047
BUSA-4420657,2022-02-28,2022-04-11,Aeroprice,One Way,EI,United States,Republic of Ireland,ORD,DUB,1,215.777196,146.33778560000002,-4.265120512400003
BUSA-4416178,2022-02-28,2022-02-28,Aeroprice,One Way,G3,Brazil,Brazil,MAO,GRU,6,1416.173892,37.267734,13.70075183200019
BUSA-4419498,2022-02-28,2022-02-28,Jetradar,One Way,AA,United States,United States,TUS,MIA,1,301.49313315999996,43.56390632,-0.8138351580000283
