Order Number,Sales Date,Departure Date,Channel,Journey Type,Fare Carrier,Origin Country,Destination Country,Origin Airport Code,Destination Airport Code,Number of Passengers,Base Fare,Tax,Margin
BUSA-4950095,2022-05-31,2022-05-31,Jetradar,One Way,AA,United States,United States,ORD,MCO,1,199.3633169,28.5603443,1.8336186251999997
BUSA-4949708,2022-05-31,2022-07-22,Kayak Group,One Way,EI,United States,Republic of Ireland,ORD,DUB,1,294.455752,153.56426560000003,-22.876044664600087
BUSA-4954135,2022-05-31,2022-06-02,Direct,One Way,TK,United States,Kazakhstan,JFK,HSA,1,711.6668540000001,238.95654679999998,13.000246141600098
BUSA-4952682,2022-05-31,2022-07-09,Kayak Group,Return,FI,United States,France,BOS,CDG,1,413.43570500000004,374.10821423000004,-1.227635577599976
BUSA-4950728,2022-05-31,2022-08-07,Aeroprice,One Way,LA,Colombia,Colombia,BOG,CTG,2,30.697485,9.9136219,6.790716626000003
BUSA-4951552,2022-05-31,2022-07-29,Google Flights,Return,AM,United States,Guatemala,SMF,GUA,1,462.183712,93.89970294,15.917354183100032
BUSA-4955143,2022-05-31,2022-06-01,Aeroprice,One Way,LA,Colombia,Colombia,CTG,BOG,1,15.262635,6.5617499,8.986034758299999
BUSA-4952597,2022-05-31,2022-06-01,Aeroprice,One Way,PR,Philippines,Singapore,MNL,SIN,2,596.80733,53.291224,-22.696328605999778
BUSA-4949716,2022-05-31,2022-05-31,Aeroprice,Return,NK,United States,United States,MCO,CLE,1,183.01915902000002,0.0,-8.318281997600021
BUSA-4950342,2022-05-31,2022-11-24,Aeroprice,Return,LA,Peru,Peru,LIM,CUZ,1,65.22754,27.7217045,2.4076615756000033
BUSA-4951925,2022-05-31,2022-09-07,Aeroprice,One Way,TK,Italy,South Korea,FCO,ICN,1,244.0,241.28,-26.93656765689999
BUSA-4950404,2022-05-31,2022-07-08,Google Flights,Return,QR,United States,Nepal,IAD,KTM,2,1647.4612960000002,1074.70758548,11.365414963000603
BUSA-4953600,2022-05-31,2022-06-30,Google Flights,Return,TK,United States,Singapore,ORD,SIN,1,1084.2235230000001,655.61612123,17.943755529999997
BUSA-4949330,2022-05-31,2022-08-06,Aeroprice,One Way,FR,Italy,Republic of Ireland,CAG,DUB,5,639.3759951100001,0.0,-22.45028824160004
BUSA-4952457,2022-05-31,2022-07-03,Aeroprice,One Way,NK,United States,United States,STL,MCO,1,40.34946667,0.0,-7.092026492099997
BUSA-4949274,2022-05-31,2022-09-14,Aeroprice,One Way,UX,Spain,Spain,MAD,LCG,1,19.0,20.22,-2.102683191999999
BUSA-4951822,2022-05-31,2022-07-11,Aeroprice,One Way,QR,United States,Pakistan,JFK,PEW,1,464.04735600000004,253.45558400000002,-13.574648641
BUSA-4955232,2022-05-31,2022-06-01,Aeroprice,One Way,LA,Peru,Peru,CUZ,LIM,1,55.74414,15.255312980000003,35.82759775880001
BUSA-4951725,2022-05-31,2022-06-17,Direct,Return,QR,United States,India,SFO,BOM,1,1647.4612960000002,532.23808996,-56.395627130000285
BUSA-4952937,2022-05-31,2022-08-13,Aeroprice,One Way,QR,Thailand,United States,BKK,JFK,2,1047.989832,661.4413838600001,-33.32450165559995
BUSA-4950223,2022-05-31,2022-10-14,Google Flights,One Way,AM,United States,Mexico,JFK,MEX,1,164.000672,57.42818986,28.13470961689996
BUSA-4949983,2022-05-31,2022-06-19,Google Flights,One Way,BF,United States,France,LAX,ORY,1,599.161546,127.93916060000002,40.79787186750002
BUSA-4949926,2022-05-31,2022-06-05,Aeroprice,One Way,UX,Spain,Spain,BCN,MAD,1,69.0,19.16,-8.40574120049999
BUSA-4953917,2022-05-31,2022-06-12,Aeroprice,One Way,EY,Greece,United Arab Emirates,ATH,XNB,1,100.339452,108.6081661,29.04889114070002
BUSA-4950756,2022-05-31,2022-07-01,Aeroprice,One Way,DY,Greece,Norway,ATH,OSL,1,42.863812,29.631939600000003,-7.700897303999998
BUSA-4954451,2022-05-31,2022-06-23,Aeroprice,One Way,FR,Germany,Spain,BER,PMI,1,64.96050448,0.0,-7.992665980699986
BUSA-4954794,2022-05-31,2022-06-06,Aeroprice,One Way,WE,Thailand,Thailand,BKK,CEI,1,33.962715,2.7410616,-3.524582932600005
BUSA-4953062,2022-05-31,2022-07-08,Direct,Return,ET,Lesotho,Egypt,MSU,CAI,1,455.42244999999997,431.63172499999996,36.31704884279999
BUSA-4949483,2022-05-31,2022-06-02,Other,One Way,UA,United States,United States,LAS,EWR,3,517.49666592,79.61487168,4.01065153999998
