Order Number,Sales Date,Departure Date,Channel,Journey Type,Fare Carrier,Origin Country,Destination Country,Origin Airport Code,Destination Airport Code,Number of Passengers,Base Fare,Tax,Margin
BUSA-4601518,2022-03-31,2022-04-22,Google Flights,One Way,CM,United States,Costa Rica,SFO,SJO,1,181.92087899999999,43.36233488999999,-10.125822872000004
BUSA-4604764,2022-03-31,2022-04-01,Google Flights,Return,EK,United States,Greece,EWR,ATH,1,586.491192,125.59781283000001,21.6608350551999
BUSA-4605384,2022-03-31,2022-04-15,Aeroprice,One Way,ET,Ivory Coast,South Africa,ABJ,CPT,4,769.5648799999999,849.7057743999999,-18.645921755199574
BUSA-4606545,2022-03-31,2022-04-02,Aeroprice,One Way,LA,Peru,Peru,PEM,CUZ,1,90.698404,20.85165288,-12.810671742399997
BUSA-4605099,2022-03-31,2022-04-15,Aeroprice,Return,LO,Poland,Netherlands,WAW,AMS,1,22.0,87.1,-0.9248378323999953
BUSA-4604028,2022-03-31,2022-04-01,Jetcost,Return,UA,United States,United States,MSP,IAH,1,341.83023672,52.06919487,5.724052389600001
BUSA-4603642,2022-03-31,2022-06-05,Jetcost,Return,AA,United States,United States,SHV,PGV,3,1376.57085426,223.24678613999998,59.07597581999997
BUSA-4601961,2022-03-31,2022-06-01,Google Flights,Return,AI,United States,India,SFO,PAT,2,2838.327744,1069.67666694,7.632535623999942
BUSA-4606611,2022-03-31,2022-04-01,Aeroprice,Return,EK,United States,India,MCO,HYD,1,1558.934944,456.81463479999996,113.7607274396
BUSA-4602016,2022-03-31,2022-04-07,Google Flights,Return,EY,United States,India,ORD,MAA,1,619.979115,447.76973367,44.60271350760016
BUSA-4603605,2022-03-31,2022-04-16,Google Flights,Return,QR,United States,Kenya,DFW,NBO,1,393.70936499999993,536.68469463,-4.035153578399936
BUSA-4604577,2022-03-31,2022-04-23,Google Flights,Return,SQ,United States,India,SFO,BLR,3,2652.703816,288.34010436,38.601223479999994
BUSA-4602173,2022-03-31,2022-05-19,Aeroprice,One Way,CM,Ecuador,Peru,GYE,LIM,1,571.1048490000001,234.6869847,-3.40559721999999
BUSA-4604160,2022-03-31,2022-06-01,Aeroprice,One Way,AS,United States,United States,SEA,ONT,2,158.28021551999998,38.30294328,-11.464937130799969
BUSA-4601681,2022-03-31,2022-03-31,Aeroprice,One Way,AZ,Italy,United Kingdom,FCO,LHR,1,58.830135,77.3842545,18.53404930160001
BUSA-4607380,2022-03-31,2022-05-03,Aeroprice,One Way,EI,United States,Republic of Ireland,JFK,DUB,1,193.968864,147.99105920000002,0.18323085319994803
BUSA-4605760,2022-03-31,2022-05-17,Aeroprice,One Way,F9,United States,United States,LAS,DFW,1,38.59621192,0.0,-7.182823812400001
BUSA-4602909,2022-03-31,2022-04-01,Google Flights,One Way,F9,United States,United States,PHL,LAS,1,106.84451592,0.0,-7.615571940000006
BUSA-4602822,2022-03-31,2022-04-12,Google Flights,One Way,F9,United States,United States,SAN,DEN,1,34.995215879999996,0.0,-6.587357359999995
