Order Number,Sales Date,Departure Date,Channel,Journey Type,Fare Carrier,Origin Country,Destination Country,Origin Airport Code,Destination Airport Code,Number of Passengers,Base Fare,Tax,Margin
BUSA-5852046,2022-09-30,2023-03-15,Aeroprice,One Way,AS,United States,United States,SFO,LAS,1,32.503304299999996,17.4385417,-2.121023402000005
BUSA-5851888,2022-09-30,2022-09-30,Aeroprice,One Way,F9,United States,United States,LAS,STL,1,125.34786779999999,0.0,-6.344425815999994
BUSA-5847972,2022-09-30,2022-10-06,Aeroprice,One Way,F9,United States,United States,ATL,MDW,1,84.24346779999999,0.0,-4.646916856999994
BUSA-5849547,2022-09-30,2022-10-16,Google Flights,One Way,NK,United States,United States,LAS,AUS,1,45.4614664,0.0,-1.6496867700000024
BUSA-5844940,2022-09-30,2022-10-03,Aeroprice,One Way,VH,Colombia,Colombia,CTG,MDE,1,36.74656,11.896698800000001,-1.539053124000004
BUSA-5845265,2022-09-30,2022-10-07,Aeroprice,Return,F9,United States,United States,LAS,PHX,1,0.010391599999991286,0.0,-73.16343151199999
BUSA-5849252,2022-09-30,2023-05-21,Kayak Group,Return,IB,United States,Spain,LAX,MAD,2,3590.4693399999996,3678.1655773999996,383.162880846001
BUSA-5851847,2022-09-30,2022-11-16,Google Flights,One Way,KQ,United States,India,JFK,BOM,1,126.39603,329.657288,23.44925281699999
BUSA-5848177,2022-09-30,2022-11-25,Google Flights,One Way,TK,United States,Bangladesh,SEA,DAC,3,1167.3649599999999,1108.585668,84.92362494900007
BUSA-5848966,2022-09-30,2022-10-09,Google Flights,One Way,TK,United States,South Africa,BOS,JNB,1,377.13286999999997,354.114406,9.098929431999919
BUSA-5850455,2022-09-30,2022-11-12,Kayak Group,Return,EK,United States,India,IAD,BOM,1,1024.5271699999998,579.5514878,-24.07893675099973
BUSA-5846935,2022-09-30,2022-10-04,Google Flights,Return,PR,United States,Hong Kong,SFO,HKG,2,623.496,1113.9171704000003,-20.387349187999803
BUSA-5848172,2022-09-30,2022-12-15,Google Flights,Return,PR,United States,Australia,LAX,BNE,1,1915.17188,629.0762892,6.9517229869995845
BUSA-5848275,2022-09-30,2023-01-02,Google Flights,Return,SN,United States,Finland,BOS,HEL,1,32.21396,584.7041572,-5.395109300000042
BUSA-5850045,2022-09-30,2022-10-25,Google Flights,Return,TK,United States,Israel,JFK,TLV,1,580.59965,557.5092533,2.81567216900012
BUSA-5851276,2022-09-30,2022-11-22,Google Flights,Return,TK,United States,Georgia,EWR,TBS,1,430.56859,550.9736536999999,63.491007380000084
BUSA-5847165,2022-09-30,2022-11-16,Google Flights,Return,LH,United States,Egypt,IAH,CAI,2,1103.5879200000002,1250.0263472000001,-4.482165899000311
BUSA-5850122,2022-09-30,2022-10-08,Direct,Return,PR,United States,Vietnam,SFO,SGN,1,297.8289,539.2648325999999,115.11920189099988
BUSA-5851289,2022-09-30,2022-09-30,Aeroprice,One Way,AS,United States,United States,SJC,LAX,1,195.00954969999998,29.625996299999997,-4.024054361000005
BUSA-5852031,2022-09-30,2023-03-15,Aeroprice,One Way,AS,United States,United States,SFO,LAS,1,32.503304299999996,17.4385417,-1.9663680970000055
BUSA-5844945,2022-09-30,2022-10-07,Aeroprice,One Way,AV,Colombia,Colombia,MZL,BOG,1,73.49312,7.156851892000001,-0.7167087880000036
BUSA-5848234,2022-09-30,2022-10-16,Google Flights,One Way,NK,United States,United States,DFW,TPA,2,130.5681266,0.0,-6.291401140000003
BUSA-5852533,2022-09-30,2022-10-17,Google Flights,One Way,NK,United States,United States,OAK,LAS,2,40.8783258,0.0,-9.10808015
BUSA-5847480,2022-09-30,2022-10-23,Google Flights,One Way,SY,United States,United States,MSP,TPA,1,142.42674599999998,0.0,6.940039802000011
BUSA-5850817,2022-09-30,2022-10-31,Direct,One Way,UA,United States,United States,SFO,EWR,4,550.5934379999999,101.32234599999998,14.0664107
BUSA-5850272,2022-09-30,2022-10-01,Aeroprice,One Way,VH,Colombia,Colombia,MDE,PEI,1,32.0223526,9.79614664,-1.295884365000001
BUSA-5852209,2022-09-30,2022-10-30,Aeroprice,One Way,AM,Mexico,United States,SJD,JFK,2,388.43658,216.51742699999997,-0.18453798699998814
BUSA-5846149,2022-09-30,2022-10-27,Kayak Group,One Way,AY,United States,Italy,SEA,CTA,1,436.4472,257.60776400000003,-23.426920339000112
BUSA-5844756,2022-09-30,2022-10-04,Google Flights,One Way,AZ,United States,Italy,JFK,BDS,1,657.7882800000001,257.60776400000003,64.17199614000006
BUSA-5847246,2022-09-30,2022-10-02,Aeroprice,One Way,EI,United States,United Kingdom,BOS,BHX,1,381.37172000000004,171.98098000000002,-8.594755541000126
BUSA-5850821,2022-09-30,2022-10-19,Aeroprice,One Way,TK,United States,Cameroon,SEA,NSI,1,377.13286999999997,336.645036,-3.272467358000064
BUSA-5851373,2022-09-30,2022-11-28,Google Flights,Return,CI,United States,Japan,SFO,KIX,1,775.8455499999999,374.94406069999997,17.303534515000013
BUSA-5846625,2022-09-30,2022-10-05,Google Flights,Return,KU,United States,Bangladesh,JFK,DAC,3,1850.9668399999998,828.4086324700002,57.22278195399971
BUSA-5848126,2022-09-30,2022-10-28,Google Flights,Return,QR,United States,Bangladesh,SEA,DAC,1,909.265,667.6291252000001,31.197381245000116
BUSA-5845792,2022-09-30,2022-11-15,Google Flights,Return,TK,United States,Finland,SFO,HEL,1,658.82744,625.1274812000001,-12.406625430000167
BUSA-5847686,2022-09-30,2022-12-10,Jetcost,Return,TK,Canada,United Arab Emirates,YVR,DXB,1,928.5589980000001,574.07015304,10.912610359999633
BUSA-5851492,2022-09-30,2022-10-18,Aeroprice,One Way,UX,United States,Spain,MIA,AGP,1,312.39344,518.1928946999999,-32.17948361999993
BUSA-5844712,2022-09-30,2022-10-04,Google Flights,One Way,AT,United States,Morocco,JFK,CMN,1,334.6095200000001,173.69559400000003,10.017501896000002
BUSA-5845016,2022-09-30,2022-10-16,Aeroprice,One Way,F9,United States,United States,MIA,LAS,1,111.16933680000001,0.0,-8.562087856000005
BUSA-5845805,2022-09-30,2022-12-24,Google Flights,One Way,LA,United States,Dominican Republic,MIA,PUJ,2,453.07376000000005,147.768552,-21.008389300000005
BUSA-5848439,2022-09-30,2022-10-26,Google Flights,One Way,NK,United States,United States,RNO,LAS,1,27.735193899999995,0.0,-2.2343968599999995
BUSA-5845610,2022-09-30,2022-11-07,Google Flights,One Way,SY,United States,United States,SEA,MSP,1,91.04624599999998,0.0,-4.685246709999985
BUSA-5852087,2022-09-30,2022-10-20,Aeroprice,One Way,VY,Italy,France,FCO,ORY,1,37.6208021,0.0,-7.066630124000001
BUSA-5846281,2022-09-30,2022-09-30,Aeroprice,Return,EI,United States,Republic of Ireland,JFK,SNN,2,1195.034,655.2319464000001,-37.74250079000049
BUSA-5845512,2022-09-30,2022-11-16,Aeroprice,Return,F9,United States,United States,LGA,MCO,3,353.2409375,0.0,-4.801323681999989
BUSA-5846630,2022-09-30,2022-11-08,Aeroprice,Return,UA,United States,United States,LAX,IAH,3,221.8553744,51.1049469,-12.544582330999955
