Order Number,Sales Date,Departure Date,Channel,Journey Type,Fare Carrier,Origin Country,Destination Country,Origin Airport Code,Destination Airport Code,Number of Passengers,Base Fare,Tax,Margin
BUSA-4782020,2022-04-30,2022-06-03,Aeroprice,One Way,AD,United States,Brazil,FLL,VCP,1,554.94036,28.268756800000002,-90.42804128400012
BUSA-4778763,2022-04-30,2022-05-06,Aeroprice,One Way,NK,Colombia,United States,CLO,MIA,1,115.96250112,0.0,-11.798676732800004
BUSA-4782621,2022-04-30,2022-07-29,Direct,Return,AA,United States,France,JFK,CDG,1,332.0156,500.27161992000003,-1.559867083200043
BUSA-4779336,2022-04-30,2022-06-14,Google Flights,Return,AR,United States,Argentina,JFK,EZE,1,578.290688,134.65232351999998,54.409061106399875
BUSA-4781114,2022-04-30,2022-05-03,Aeroprice,One Way,TK,Greece,United States,ATH,JFK,1,125.217312,248.41407192,-26.90585785919999
BUSA-4781973,2022-04-30,2022-10-19,Google Flights,Return,OZ,United States,Philippines,SEA,MNL,1,1221.817408,309.69466552000006,16.305016499200335
BUSA-4781106,2022-04-30,2022-06-10,Google Flights,Return,SV,United States,India,IAD,BOM,4,10956.5148,2262.2594368,25.418995120000666
BUSA-4779328,2022-04-30,2022-05-24,Aeroprice,One Way,AV,United States,Colombia,MIA,MDE,1,90.35792,42.610892799999995,-8.049638691999998
BUSA-4782374,2022-04-30,2022-05-01,Aeroprice,One Way,AV,Colombia,Colombia,MDE,SMR,2,58.1474436,11.62469898,26.77998115519998
BUSA-4779190,2022-04-30,2022-05-14,Aeroprice,One Way,TP,Belgium,Portugal,BRU,LIS,1,41.849984,69.908496,18.087132380800014
BUSA-4779246,2022-04-30,2022-06-03,Google Flights,One Way,XP,United States,United States,BOI,BUR,1,65.628384,0.0,-1.7043654783999962
BUSA-4781440,2022-04-30,2022-04-30,Jetradar,Return,AA,United States,United States,PHL,MIA,1,330.0235064,52.44897864,1.7703442464000023
BUSA-4781378,2022-04-30,2022-05-07,Aeroprice,Return,F9,United States,United States,PHL,MIA,1,88.18334336,0.0,-5.7553469936
BUSA-4781775,2022-04-30,2022-06-10,Aeroprice,Return,F9,United States,United States,PVD,ATL,1,92.92642336,0.0,-5.8995366256
BUSA-4779331,2022-04-30,2022-05-05,Aeroprice,Return,LA,Peru,Peru,LIM,IQT,1,79.89542399999999,31.235306240000003,-3.2009700688000047
BUSA-4779149,2022-04-30,2022-05-06,Aeroprice,Return,LA,Colombia,Colombia,BGA,BOG,1,57.2741696,11.46444368,3.9490277376000114
BUSA-4779057,2022-04-30,2022-05-03,Aeroprice,Return,LA,Colombia,Colombia,MDE,CTG,2,114.7405344,26.253864319999998,99.33231236479999
BUSA-4778792,2022-04-30,2022-05-21,Aeroprice,One Way,NK,Colombia,United States,CLO,ATL,1,151.73472608,0.0,-13.810329372799998
BUSA-4783242,2022-04-30,2022-05-01,Google Flights,Return,OZ,United States,South Korea,SFO,ICN,1,1151.619824,474.65898792,-0.8936688000000839
BUSA-4781682,2022-04-30,2022-05-27,Direct,Return,XP,United States,United States,RDU,HVN,1,183.082888,0.0,28.0304656008
BUSA-4779039,2022-04-30,2022-05-02,Google Flights,One Way,SQ,United States,Vietnam,ATL,DAD,1,1275.473376,61.348272,19.404099164800122
BUSA-4780237,2022-04-30,2022-05-06,Aeroprice,One Way,F9,United States,United States,LAS,SAN,2,54.98178336,0.0,-14.2084641696
BUSA-4781338,2022-04-30,2022-05-27,Aeroprice,One Way,F9,United States,United States,TPA,ATL,1,58.795219679999995,0.0,-7.377480353599996
BUSA-4779546,2022-04-30,2022-05-16,Aeroprice,One Way,LA,Peru,Peru,CUZ,LIM,1,53.263616,14.95185792,-16.793919516000003
BUSA-4782848,2022-04-30,2022-05-24,Aeroprice,Return,AI,India,United States,DEL,ORD,2,1828.5623999999998,1253.6474544,59.72599598079991
BUSA-4781369,2022-04-30,2022-06-27,Google Flights,Return,OZ,United States,South Korea,JFK,ICN,1,1844.1095040000002,474.65898792,94.6541600144001
BUSA-4780895,2022-04-30,2022-05-02,Aeroprice,Return,RJ,United Arab Emirates,Jordan,DXB,AMM,1,105.90463999999999,290.592,29.74465085120005
BUSA-4782805,2022-04-30,2022-05-12,Aeroprice,One Way,SV,India,United States,HYD,JFK,1,386.08671200000003,191.23149944,-14.187763147200123
BUSA-4778984,2022-04-30,2022-05-20,Direct,Return,VY,Spain,Portugal,BCN,LIS,1,136.71628864000002,0.0,9.644067372799977
BUSA-4781784,2022-04-30,2022-08-06,Aeroprice,Return,EK,United States,India,IAD,BLR,3,2553.674272,1306.32960744,81.08772532000003
BUSA-4779430,2022-04-30,2022-05-30,Google Flights,Return,QR,United States,Jordan,JFK,AMM,1,245.39308799999998,581.97158432,-15.38506887999987
BUSA-4783172,2022-04-30,2022-06-14,Aeroprice,One Way,AM,United States,Mexico,MCO,MEX,1,113.83392,57.647394320000004,-8.694717554400007
BUSA-4779768,2022-04-30,2022-05-15,Aeroprice,One Way,VH,Colombia,Colombia,MDE,BOG,1,32.4569644,9.74429664,-3.2074863784000005
BUSA-4783234,2022-04-30,2022-06-02,Aeroprice,Return,NK,United States,United States,MIA,BOS,1,70.74778128,0.0,-3.2631437984000033
BUSA-4781377,2022-04-30,2022-05-31,Jetcost,One Way,WN,United States,United States,HRL,LGA,2,415.41791872000005,75.92722464,3.091256859199957
BUSA-4780052,2022-04-30,2022-04-30,Aeroprice,One Way,LA,Peru,Peru,IQT,LIM,2,192.129472,46.43445952,-63.18188510719999
BUSA-4782024,2022-04-30,2022-05-12,Aeroprice,One Way,LA,Colombia,Colombia,BOG,MDE,1,18.679986,5.1489705,6.7209666816
BUSA-4783132,2022-04-30,2022-07-10,Aeroprice,One Way,AC,United States,South Korea,SEA,ICN,1,362.371312,170.56115680000002,-6.1026141176001065
BUSA-4780860,2022-04-30,2022-05-14,Aeroprice,One Way,NK,Colombia,United States,CLO,ATL,1,186.09948688,0.0,3.545263716799999
BUSA-4779252,2022-04-30,2022-05-21,Aeroprice,One Way,PR,Australia,United States,MEL,LAX,1,1767.487725,196.58581919999997,-8.876573095999838
BUSA-4778974,2022-04-30,2022-07-24,Kayak Group,Return,EK,United States,India,IAH,BOM,1,996.790528,432.46251648,33.573663324799945
BUSA-4780502,2022-04-30,2022-05-19,Google Flights,Return,EK,United States,Philippines,ORD,CRK,1,1276.4245119999998,465.93299232,24.205950035200047
BUSA-4781986,2022-04-30,2022-10-07,Google Flights,Return,QR,United States,Nepal,IAD,KTM,1,803.477752,544.00281752,-5.707400258400181
BUSA-4781392,2022-04-30,2022-06-21,Kayak Group,Return,EK,United States,Indonesia,JFK,PDG,1,2728.219616,483.57597832,52.13590369920014
BUSA-4779962,2022-04-30,2022-04-30,Aeroprice,One Way,AM,United States,Mexico,SMF,GDL,1,131.256768,57.80053472,6.791848914400009
BUSA-4783144,2022-04-30,2022-07-30,Aeroprice,One Way,BA,United States,United Kingdom,BWI,LHR,2,823.398688,435.98391360000005,482.23606012000016
BUSA-4781364,2022-04-30,2022-06-02,Aeroprice,One Way,EI,Republic of Ireland,United Kingdom,DUB,BHX,2,90.89638511999999,0.0,-12.879832599999988
BUSA-4782702,2022-04-30,2022-05-25,Aeroprice,One Way,F8,Canada,Canada,YVR,YYC,1,74.81734392,0.0,4.735681935200011
BUSA-4780851,2022-04-30,2022-05-01,Aeroprice,One Way,PR,Philippines,Indonesia,MNL,CGK,1,267.010767,31.025415600000002,-2.7258225455999643
BUSA-4781401,2022-04-30,2022-04-30,Jetcost,One Way,UA,United States,United States,HRL,IAH,2,312.3792488,51.1304024,2.744003708800001
BUSA-4782078,2022-04-30,2022-05-16,Aeroprice,One Way,VY,Spain,Spain,BCN,LPA,1,83.83868208,0.0,-9.071613667999998
BUSA-4780286,2022-04-30,2022-06-04,Aeroprice,One Way,VY,Netherlands,Denmark,AMS,CPH,1,60.59759008,0.0,-6.433892018400002
BUSA-4779898,2022-04-30,2022-07-01,Aeroprice,One Way,W9,Spain,United Kingdom,PMI,LTN,1,93.57148224000001,0.0,3.4501175319999895
BUSA-4780321,2022-04-30,2022-05-29,Google Flights,One Way,CM,United States,Colombia,FLL,BAQ,3,128.40336,131.3994384,-13.573123600000024
BUSA-4779226,2022-04-30,2022-06-23,Direct,Return,EK,United States,United Arab Emirates,MIA,DXB,1,545.000928,343.04622112,36.1349950399999
BUSA-4782526,2022-04-30,2022-05-20,Aeroprice,One Way,LA,Ecuador,Peru,UIO,LIM,1,105.296376,129.82758576,-5.3505513528000055
BUSA-4783280,2022-04-30,2022-05-03,Aeroprice,One Way,F8,United States,Canada,LAS,YVR,1,94.81416920000001,0.0,-4.704280465600004
BUSA-4781307,2022-04-30,2022-05-04,Aeroprice,One Way,RQ,Afghanistan,Afghanistan,KBL,HEA,1,53.122496,2.845848,-0.6649676991999987
BUSA-4782964,2022-04-30,2022-05-06,Aeroprice,One Way,U2,Hungary,Switzerland,BUD,GVA,1,89.13195936,0.0,-10.651343892799993
BUSA-4781196,2022-04-30,2022-05-03,Aeroprice,Return,EY,Lebanon,United Arab Emirates,BEY,AUH,3,488.0,467.93999999999994,5.071663184000101
BUSA-4782268,2022-04-30,2022-09-16,Aeroprice,Return,LA,Colombia,Colombia,MDE,BOG,1,37.359972,10.4416332,7.370717325600008
BUSA-4778730,2022-04-30,2022-05-21,Aeroprice,One Way,NK,Colombia,United States,CLO,ATL,1,151.73472608,0.0,-16.6294964768
BUSA-4783266,2022-04-30,2022-06-15,Aeroprice,One Way,SK,United States,Lithuania,ORD,VNO,1,105.296376,197.786436,3.4502955616000026
BUSA-4779654,2022-04-30,2022-05-01,Google Flights,One Way,TK,United States,Iraq,IAD,EBL,1,382.356672,277.8268256,21.763629686400037
BUSA-4779951,2022-04-30,2022-06-24,Google Flights,Return,QR,United States,Pakistan,JFK,KHI,3,3777.912192,1723.08748896,496.83859155760024
BUSA-4782314,2022-04-30,2022-07-15,Aeroprice,One Way,AV,Colombia,Colombia,CTG,BOG,4,74.6241492,27.2057232,72.23842066559997
BUSA-4782018,2022-04-30,2022-07-11,Aeroprice,One Way,AV,Colombia,Colombia,PEI,CTG,4,115.911708,23.1344442,71.85352303280003
BUSA-4778857,2022-04-30,2022-05-01,Aeroprice,One Way,LA,Colombia,Colombia,ADZ,MDE,2,90.812232,8.6968328,4.384217084800001
BUSA-4783130,2022-04-30,2022-05-02,Aeroprice,One Way,VY,United Kingdom,France,LGW,ORY,2,109.09084,0.0,-16.8330949184
BUSA-4782691,2022-04-30,2022-05-14,Aeroprice,Return,F9,United States,United States,LAS,SFO,1,36.00946336,0.0,-4.168691871999997
BUSA-4782351,2022-04-30,2022-05-04,Aeroprice,One Way,PD,United States,Canada,IAD,YUL,1,191.16509632,32.452153360000004,-3.086204960800014
BUSA-4782207,2022-04-30,2022-05-05,Aeroprice,One Way,AV,Colombia,Colombia,CTG,CLO,1,20.9311638,6.91398969,6.299389879199993
BUSA-4783067,2022-04-30,2022-06-19,Aeroprice,One Way,DY,Sweden,United Kingdom,ARN,LGW,1,103.399144,21.7233064,-9.115144165599997
BUSA-4780234,2022-04-30,2022-05-06,Google Flights,One Way,OZ,United States,South Korea,SFO,ICN,1,938.7712319999999,224.18275519999997,30.545728624799857
BUSA-4782065,2022-04-30,2022-05-16,Aeroprice,One Way,VH,Colombia,Colombia,MDE,CTG,1,28.37310456,0.0,-4.431743088800003
BUSA-4781312,2022-04-30,2022-05-14,Aeroprice,One Way,VY,France,Italy,ORY,MXP,1,63.633161279999996,0.0,-8.330554848799991
